Property ID,Property                                        ,Original                                                               ,Human translated
P84        ,architect                                       ,The architect of XXX was whom?                                         ,
P84        ,architect                                       ,Who designed XXX?                                                      ,Qui a conçu XXX?
P84        ,architect                                       ,What architect designed XXX?                                           ,Quel architecte a conçu XXX?
P84        ,architect                                       ,Who was the designor of XXX?                                           ,Qui était le créateur de XXX?
P84        ,architect                                       ,Who was the main designer of XXX?                                      ,Qui était le concepteur principal de XXX?
P84        ,architect                                       ,Who is the architect of XXX?                                           ,
P84        ,architect                                       ,Which architect was responsible for XXX?                               ,Quel architecte était responsable de XXX?
P84        ,architect                                       ,What was the designer of XXX's name?                                   ,Comment s'appelait le créateur de XXX?
P84        ,architect                                       ,By which person XXX has been designed?                                 ,Par quelle personne XXX a été conçu?
P84        ,architect                                       ,Who created XXX?                                                       ,Qui a créé XXX?
P84        ,architect                                       ,Which was the architect for XXX?                                       ,Quel était l'architecte de XXX?
P84        ,architect                                       ,The architect of XXX is whom?                                          ,L'architecte de XXX est qui?
P84        ,architect                                       ,Who was responsible for the design of XXX?                             ,Qui était responsable de la conception de XXX?
P84        ,architect                                       ,The architect of XXX was who?                                          ,L'architecte de XXX était qui?
P84        ,architect                                       ,Who was mainly responsible for the design of XXX?                      ,Qui était principalement responsable de la conception de XXX?
P149       ,architectural style                             ,The art style of XXX is what?                                          ,Le style d'art de XXX c'est quoi?
P149       ,architectural style                             ,Of what style is XXX?                                                  ,De quel style est XXX?
P149       ,architectural style                             ,Which is the kind of art style of XXX?                                 ,Quel est le genre de style artistique de XXX?
P50        ,author                                          ,Whose writing work is XXX?                                             ,À qui est écrit le travail XXX?
P50        ,author                                          ,Who wrote the work XXX?                                                ,Qui a écrit le travail XXX?
P50        ,author                                          ,Who is the author of XXX?                                              ,Qui est l'auteur de XXX?
P50        ,author                                          ,Who authored XXX?                                                      ,
P50        ,author                                          ,Which author is responsible for XXX?                                   ,Quel auteur est responsable de XXX?
P50        ,author                                          ,Which author is associated with the work of XXX?                       ,Quel auteur est associé au travail d' XXX?
P50        ,author                                          ,What writer wrote XXX?                                                 ,Quel écrivain a écrit XXX?
P50        ,author                                          ,What was the author of XXX's name?                                     ,Quel était l'auteur du nom de XXX?
P50        ,author                                          ,What author wrote XXX?                                                 ,Quel auteur a écrit XXX?
P50        ,author                                          ,The writer of XXX is who?                                              ,L'auteur de XXX est qui?
P50        ,author                                          ,The literature of XXX was written by who?                              ,La littérature de XXX a été écrite par qui?
P50        ,author                                          ,Who wrote XXX?                                                         ,Qui a écrit XXX?
P50        ,author                                          ,Who was the writer of XXX?                                             ,Qui était l'auteur de XXX?
P50        ,author                                          ,Which person has written XXX?                                          ,Quelle personne a écrit XXX?
P50        ,author                                          ,Which author wrote XXX?                                                ,
P50        ,author                                          ,Who was the auther of XXX?                                             ,Qui était l'auteur de XXX?
P50        ,author                                          ,Who wrote the XXX?                                                     ,Qui a écrit le XXX?
P50        ,author                                          ,Which author wrote the novel titled XXX?                               ,Quel auteur a écrit le roman intitulé XXX?
P50        ,author                                          ,What is the name of the author of XXX?                                 ,Quel est le nom de l'auteur de XXX?
P50        ,author                                          ,Which author penned XXX?                                               ,
P50        ,author                                          ,Who wrote the novel XXX?                                               ,Qui a écrit le roman XXX?
P50        ,author                                          ,Who is the writer of XXX?                                              ,Qui est l'auteur de XXX?
P50        ,author                                          ,Who is the creator of XXX?                                             ,Qui est le créateur de XXX?
P50        ,author                                          ,The one who wrote the XXX?                                             ,Celui qui a écrit le XXX?
P50        ,author                                          ,Who is the XXX by?                                                     ,Qui est le XXX par?
P50        ,author                                          ,Who was XXX written by?                                                ,Qui a été écrit par XXX?
P50        ,author                                          ,The XXX is by whom?                                                    ,Le XXX est par qui?
P166       ,award received                                  ,What award was received by XXX?                                        ,Quel prix a été reçu par XXX?
P166       ,award received                                  ,Which award did XXX get?                                               ,Quel prix a XXX obtenu?
P166       ,award received                                  ,What was the award received by XXX?                                    ,Quel a été le prix reçu par XXX?
P166       ,award received                                  ,Which award was honoured to XXX?                                       ,Quel prix a été décerné à XXX?
P166       ,award received                                  ,Which award was bestowed upon XXX?                                     ,
P144       ,based on                                        ,The XXX is based upon what?                                            ,L'XXX est basé sur quoi?
P144       ,based on                                        ,Which is the basis of XXX?                                             ,Quelle est la base de XXX?
P3373      ,brother                                         ,What is XXX's brothers name?                                           ,Quel est le nom du frère de XXX?
P3373      ,brother                                         ,Who was the brother of XXX?                                            ,Qui était le frère de XXX?
P411       ,canonization status                             ,What title is held by XXX?                                             ,Quel titre est détenu par XXX?
P161       ,cast member                                     ,Who has acted in the film XXX?                                         ,Qui a joué dans le film XXX?
P161       ,cast member                                     ,Who featured in the film XXX?                                          ,Qui a figuré dans le film XXX?
P161       ,cast member                                     ,Who is in XXX as a cast member?                                        ,Qui est dans XXX en tant que membre de la distribution?
P161       ,cast member                                     ,Who has acted in the comedy film XXX?                                  ,Qui a joué dans la comédie XXX?
P161       ,cast member                                     ,Who are the stars of the film XXX?                                     ,
P161       ,cast member                                     ,Who acted in XXX?                                                      ,
P161       ,cast member                                     ,Who was the star of XXX?                                               ,
P161       ,cast member                                     ,Who are the cast members of XXX?                                       ,
P161       ,cast member                                     ,What cast members where in XXX?                                        ,
P161       ,cast member                                     ,"In the film XXX, who was the star?"                                   ,"Dans le film XXX, qui était la star?"                                      ,"Dans le film XXX, qui était la vedette?"
P509       ,cause of death                                  ,Why did XXX die?                                                       ,Pourquoi est XXX mort?
P509       ,cause of death                                  ,Which ailment caused the death of XXX?                                 ,Quelle maladie a causé la mort de XXX?
P509       ,cause of death                                  ,What was XXX's cause of death?                                         ,
P509       ,cause of death                                  ,What kind of medical issue did XXX have?                               ,
P509       ,cause of death                                  ,What killed XXX?                                                       ,Qu'est-ce qui a tué XXX?
P509       ,cause of death                                  ,What is the cause of death for XXX?                                    ,Quelle est la cause de la mort de XXX?
P509       ,cause of death                                  ,The cause of death of XXX is what?                                     ,La cause de la mort de XXX est quoi?
P509       ,cause of death                                  ,What caused XXX's death?                                               ,Qu'est-ce qui a causé la mort de XXX?
P509       ,cause of death                                  ,What was the cause of death for XXX?                                   ,
P509       ,cause of death                                  ,What was XXX cause of death?                                           ,Quelle était la cause XXX de la mort?
P509       ,cause of death                                  ,What medical condition killed XXX?                                     ,Quel état médical a tué XXX?
P509       ,cause of death                                  ,What is the cause of death of XXX?                                     ,
P509       ,cause of death                                  ,What did XXX die from?                                                 ,
P509       ,cause of death                                  ,The cause of death for XXX was what?                                   ,La cause de la mort de XXX était quoi?
P509       ,cause of death                                  ,Of what did XXX die?                                                   ,
P509       ,cause of death                                  ,From what did XXX die?                                                 ,
P509       ,cause of death                                  ,Due to which disease did XXX die?                                      ,En raison de quelle maladie XXX est-il mort?
P509       ,cause of death                                  ,What was the cause of XXX's death?                                     ,
P509       ,cause of death                                  ,Which is the cause of death of XXX?                                    ,
P509       ,cause of death                                  ,How did XXX die?                                                       ,Comment XXX est-il mort?
P509       ,cause of death                                  ,What was the cause of death of XXX?                                    ,Quelle était la cause de la mort de XXX?
P509       ,cause of death                                  ,What disease did XXX have?                                             ,Quelle maladie avait XXX?
P509       ,cause of death                                  ,What did XXX die of?                                                   ,
P509       ,cause of death                                  ,The disease that XXX died of was what?                                 ,La maladie dont XXX est mort avec était quoi?
P488       ,chairperson                                     ,Who led XXX?                                                           ,Qui a dirigé XXX?
P674       ,characters                                      ,The XXX has what character?                                            ,L'XXX a eu quel personnage?
P40        ,child                                           ,Who is the offspring of XXX?                                           ,Qui est la progéniture de XXX?
P40        ,child                                           ,What was XXX's child's name?                                           ,Quel était le nom de l'enfant de XXX?
P1057      ,chromosome                                      ,What is the name of the chromosome where you can find XXX?             ,Quel est le nom du chromosome sur lequel vous pouvez trouver XXX?
P1057      ,chromosome                                      ,On what chromosome is XXX found?                                       ,Sur quel chromosome se trouve XXX?
P1057      ,chromosome                                      ,Which chromosome is the gene XXX located on?                           ,Sur quel chromosome se trouve le gène XXX?
P1057      ,chromosome                                      ,Which chromosome is related with XXX?                                  ,Quel chromosome est lié à XXX?
P1057      ,chromosome                                      ,On what chromosome is XXX located?                                     ,Sur quel chromosome se situe XXX?
P1057      ,chromosome                                      ,What chromosome is XXX?                                                ,Quel chromosome est XXX?
P1057      ,chromosome                                      ,What is the name of XXX's chromosome?                                  ,Quel est le nom du chromosome de XXX?
P1057      ,chromosome                                      ,Which chromosome is XXX found on?                                      ,
P1057      ,chromosome                                      ,Which chromosome is XXX located?                                       ,Quel chromosome se trouve XXX?
P1057      ,chromosome                                      ,Where is the gene XXX located?                                         ,Où se trouve le gène XXX?
P1057      ,chromosome                                      ,Which chromosone can you find XXX?                                     ,Quel chromosone pouvez-vous trouver XXX?
P1057      ,chromosome                                      ,Which chromosome is XXX associated with?                               ,À quel chromosome est associé XXX?
P195       ,collection                                      ,What is the name of the place where XXX can be found?                  ,Quel est le nom de l'endroit où XXX peut être trouvé?
P1027      ,conferred by                                    ,Who gives out the XXX award?                                           ,Qui donne le prix XXX?
P607       ,conflict                                        ,Which historic war did XXX participate?                                ,À quelle guerre historique XXX a-t-il participé?
P607       ,conflict                                        ,What war did XXX participate in?                                       ,
P607       ,conflict                                        ,In which war/battle did XXX fight?                                     ,
P607       ,conflict                                        ,In what war did XXX fight?                                             ,
P607       ,conflict                                        ,During which historic war was XXX an officer?                          ,Au cours de quelle guerre historique XXX était-il un officier?
P607       ,conflict                                        ,In which war did XXX serve?                                            ,
P607       ,conflict                                        ,In which war did XXX participate?                                      ,
P607       ,conflict                                        ,In which war did XXX fought?                                           ,
P607       ,conflict                                        ,What war was XXX in?                                                   ,Dans quelle guerre était XXX?
P607       ,conflict                                        ,What was the war that XXX fought in?                                   ,
P607       ,conflict                                        ,In which war did XXX fight?                                            ,
P607       ,conflict                                        ,In what war was XXX a combatant?                                       ,
P607       ,conflict                                        ,In which conflict did XXX participate?                                 ,
P607       ,conflict                                        ,What war did XXX fight in?                                             ,
P607       ,conflict                                        ,Which war did XXX serve in?                                            ,
P607       ,conflict                                        ,In what war did XXX fight in?                                          ,
P607       ,conflict                                        ,Which war was XXX in?                                                  ,
P607       ,conflict                                        ,What is the war during which XXX was in the armed forces?              ,Quelle est la guerre durant laquelle XXX était dans les forces armées?
P607       ,conflict                                        ,In what war was XXX in?                                                ,
P607       ,conflict                                        ,Which war did XXX participate in?                                      ,
P607       ,conflict                                        ,Which conflict was XXX a part of?                                      ,De quel conflit faisait partie XXX?
P607       ,conflict                                        ,What war or battle involved XXX?                                       ,Quelle guerre ou bataille impliquait XXX?
P607       ,conflict                                        ,What war or battle did XXX fight in?                                   ,
P607       ,conflict                                        ,What conflict involved XXX?                                            ,Quel conflit a impliqué XXX?
P607       ,conflict                                        ,Which war was XXX a part of?                                           ,De quelle guerre XXX faisait-il partie?
P81        ,connecting line                                 ,What is the line for XXX station?                                      ,Quelle est la ligne pour la station XXX?
P81        ,connecting line                                 ,On which railway line is the railway station XXX located?              ,Sur quelle ligne de chemin de fer se trouve la gare XXX?
P81        ,connecting line                                 ,What is the rail line that XXX runs?                                   ,Quelle est la ligne de chemin de fer que XXX exploite?
P81        ,connecting line                                 ,What rail line does XXX serve?                                         ,
P81        ,connecting line                                 ,What line is XXX a part of?                                            ,De quelle ligne fait partie XXX?
P81        ,connecting line                                 ,What line is XXX on?                                                   ,Sur quelle ligne se trouve XXX?
P81        ,connecting line                                 ,What rail line is served by XXX?                                       ,Quelle ligne de chemin de fer est desservie par XXX?
P81        ,connecting line                                 ,What is the name of the line XXX is located?                           ,Quel est le nom de la ligne XXX est située?
P81        ,connecting line                                 ,Which line does XXX form a part of?                                    ,
P81        ,connecting line                                 ,On which railway line is the railway station XXX situated?             ,
P81        ,connecting line                                 ,What is the line for XXX?                                              ,Quelle est la ligne pour XXX?
P59        ,constellation                                   ,What is the name of the constellation which XXX belongs?               ,Quel est le nom de la constellation à laquelle appartient XXX?
P59        ,constellation                                   ,What is the name of the constellation where XXX belongs?               ,
P59        ,constellation                                   ,Of which constellation is XXX a part?                                  ,De quelle constellation fait partie XXX?
P59        ,constellation                                   ,In which constellation is XXX?                                         ,Dans quelle constellation se trouve XXX?
P59        ,constellation                                   ,Which constellation is formed by XXX?                                  ,Quelle constellation est formée par XXX?
P59        ,constellation                                   ,What constellation is XXX part of?                                     ,A quelle constellation appartient XXX?
P59        ,constellation                                   ,What constellation is XXX located in?                                  ,
P59        ,constellation                                   ,What constellation does XXX belong to?                                 ,À quelle constellation appartient XXX?
P59        ,constellation                                   ,Which constellation is XXX in?                                         ,
P59        ,constellation                                   ,Which was the constellation for XXX?                                   ,Quelle était la constellation pour XXX?
P59        ,constellation                                   ,The star/galaxy XXX is in what constellation?                          ,L'étoile / galaxie XXX est dans quelle constellation?
P59        ,constellation                                   ,The star XXX is part of the constellation known as what?               ,L'étoile XXX fait partie de la constellation connue sous le nom de quoi?
P59        ,constellation                                   ,The star XXX is a part of the constellation named what?                ,L'étoile XXX fait partie de la constellation nommée quoi?
P59        ,constellation                                   ,In what constellation can XXX be found?                                ,Dans quelle constellation peut-on trouver XXX?
P59        ,constellation                                   ,What constellation is where XXX is?                                    ,Quelle constellation est où XXX est?
P59        ,constellation                                   ,What constellation is XXX a part of?                                   ,
P59        ,constellation                                   ,The star XXX is part of what constellation?                            ,L'étoile XXX fait partie de quelle constellation?
P59        ,constellation                                   ,What is the constellation that XXX is a part of?                       ,De quelle constellation appartient XXX?
P59        ,constellation                                   ,What is the constellation that is made with XXX?                       ,Quelle est la constellation faite avec XXX?
P59        ,constellation                                   ,What constellation is XXX in?                                          ,
P59        ,constellation                                   ,What constellation is home to XXX?                                     ,Quelle constellation abrite XXX?
P59        ,constellation                                   ,What is the constellation where XXX is located?                        ,Quelle est la constellation où se trouve XXX?
P59        ,constellation                                   ,Which constellation is XXX a part of?                                  ,
P30        ,continent                                       ,Which continent is XXX located?                                        ,Sur quel continent se trouve XXX?
P30        ,continent                                       ,What continent is XXX found on?                                        ,
P30        ,continent                                       ,What continent can you find XXX?                                       ,Quel continent peux-tu trouver XXX?
P30        ,continent                                       ,On what continent can XXX be found?                                    ,Sur quel continent peut-on trouver XXX?
P30        ,continent                                       ,What continent contains XXX?                                           ,Quel continent contient XXX?
P30        ,continent                                       ,Which continent is XXX on?                                             ,
P30        ,continent                                       ,Which continent is XXX in?                                             ,Dans quel continent se trouve XXX?
P30        ,continent                                       ,What is the name of the continent where XXX is located?                ,Quel est le nom du continent où se situe XXX?
P30        ,continent                                       ,What is the continent that XXX is located?                             ,Quel est le continent où se trouve XXX?
P30        ,continent                                       ,What continent is XXX on?                                              ,
P30        ,continent                                       ,What continent is XXX located on?                                      ,
P30        ,continent                                       ,On which continent is XXX located?                                     ,Sur quel continent se situe XXX?
P30        ,continent                                       ,In what continent XXX located?                                         ,Dans quel continent XXX situé?
P30        ,continent                                       ,What is the continent of XXX?                                          ,Quel est le continent de XXX?
P30        ,continent                                       ,The continent that XXX is on is what?                                  ,"Le continent sur lequel se trouve XXX, c'est quoi?"                        ,Le continent sur lequel se trouve XXX c'est quoi?
P30        ,continent                                       ,The continent of XXX is what?                                          ,Le continent de XXX c'est quoi?
P30        ,continent                                       ,In what continent is XXX in?                                           ,
P30        ,continent                                       ,In which continent is XXX located?                                     ,Dans quel continent se situe XXX?
P1399      ,convicted of                                    ,For what crime was XXX prosecuted?                                     ,Pour quel crime a XXX été poursuivi?
P1399      ,convicted of                                    ,Which crime XXX is considered to have commited?                        ,Quel crime XXX est considéré comme ayant commis?
P1399      ,convicted of                                    ,Which crime led to the conviction of XXX?                              ,Quel crime a conduit à la condamnation de XXX?
P17        ,country                                         ,Which country is XXX located?                                          ,Dans quel pays se trouve XXX?
P17        ,country                                         ,Which country is XXX in?                                               ,
P17        ,country                                         ,What is the name of the country that XXX is located?                   ,Quel est le nom du pays dans lequel se trouve XXX?
P17        ,country                                         ,What is the name of the country in which XXX is located?               ,
P17        ,country                                         ,What is the name of the country XXX is in?                             ,
P17        ,country                                         ,What country is home to XXX?                                           ,Quel pays abrite XXX?
P17        ,country                                         ,What country is XXX located in?                                        ,Dans quel pays se situe XXX?
P17        ,country                                         ,What country is XXX a part of?                                         ,De quel pays fait partie XXX?
P17        ,country                                         ,In what country can XXX be found?                                      ,Dans quel pays peut-on trouver XXX?
P17        ,country                                         ,Which country would you find yourself in if you visited XXX?           ,Dans quel pays vous retrouveriez-vous si vous visitiez XXX?
P17        ,country                                         ,In which country is XXX?                                               ,
P17        ,country                                         ,In which country is XXX found?                                         ,
P17        ,country                                         ,Which country contains XXX?                                            ,Quel pays contient XXX?
P17        ,country                                         ,In which country is XXX situated?                                      ,
P17        ,country                                         ,In which country is XXX located?                                       ,
P17        ,country                                         ,In what country is XXX located?                                        ,
P17        ,country                                         ,In what country is XXX?                                                ,
P17        ,country                                         ,In what country XXX is located?                                        ,
P17        ,country                                         ,Which country can you find XXX?                                        ,Dans quel pays peux-tu trouver XXX?
P17        ,country                                         ,With which country would you associate XXX?                            ,Avec quel pays associerais-tu XXX?
P17        ,country                                         ,What is the country that XXX is located in?                            ,
P17        ,country                                         ,What is the name of XXX's country?                                     ,Quel est le nom du pays de XXX?
P17        ,country                                         ,The town of XXX is located in which country?                           ,La ville de XXX est située dans quel pays?
P17        ,country                                         ,In which country would you find XXX?                                   ,Dans quel pays trouverais-tu XXX?
P17        ,country                                         ,In what country would you find XXX?                                    ,
P17        ,country                                         ,Which country's part is XXX?                                           ,La part de quel pays est XXX?
P27        ,country of citizenship                          ,Which country is XXX from?                                             ,De quel pays est XXX?
P27        ,country of citizenship                          ,What is XXX's country of original?                                     ,Quel est le pays d'origine de XXX?
P27        ,country of citizenship                          ,What country is XXX from?                                              ,
P27        ,country of citizenship                          ,What country did XXX come from?                                        ,De quel pays est originaire XXX?
P27        ,country of citizenship                          ,Which country's citizen was XXX?                                       ,Le citoyen de quel pays était XXX?
P27        ,country of citizenship                          ,Which country's citizenship does XXX hold?                             ,La citoyenneté de quel pays est XXX?
P27        ,country of citizenship                          ,Which country was XXX in?                                              ,Dans quel pays était XXX?
P27        ,country of citizenship                          ,Which country is XXX a citizen of?                                     ,De quel pays est citoyen XXX?
P27        ,country of citizenship                          ,In which country did XXX live?                                         ,Dans quel pays a vécu XXX?
P27        ,country of citizenship                          ,What country was XXX in?                                               ,
P27        ,country of citizenship                          ,What was XXX birth country?                                            ,Quel était le pays de naissance XXX?
P27        ,country of citizenship                          ,To which country does XXX belong as its citizen?                       ,A quel pays appartient XXX en tant que citoyen?
P27        ,country of citizenship                          ,What country was XXX from?                                             ,De quel pays était XXX?
P27        ,country of citizenship                          ,Which country does XXX belong to?                                      ,A quel pays appartient XXX?
P27        ,country of citizenship                          ,Of which country is XXX a citizen?                                     ,De quel pays XXX est-il citoyen?
P27        ,country of citizenship                          ,Of what country is XXX a citizen?                                      ,De quel pays est XXX citoyen?
P27        ,country of citizenship                          ,Where was XXX from?                                                    ,D'où venait XXX?
P27        ,country of citizenship                          ,What is XXX's country of citizenship?                                  ,Quel est le pays de citoyenneté de XXX?
P495       ,country of origin                               ,The country of origin for XXX is what?                                 ,Le pays d'origine de XXX c'est quoi?
P495       ,country of origin                               ,The country for XXX was what?                                          ,Le pays pour XXX était quoi?
P495       ,country of origin                               ,Which was the country for XXX?                                         ,Quel était le pays pour XXX?
P495       ,country of origin                               ,What is the country XXX is from?                                       ,Quel est le pays de XXX?
P495       ,country of origin                               ,What country released XXX?                                             ,Quel pays a publié XXX?
P495       ,country of origin                               ,What country did XXX originate?                                        ,
P170       ,creator                                         ,Which was the creator of XXX?                                          ,Quel était le créateur de XXX?
P170       ,creator                                         ,The artwork XXX was by who?                                            ,L'œuvre XXX était de qui?
P170       ,creator                                         ,Who developed XXX?                                                     ,Qui a développé XXX?
P170       ,creator                                         ,The XXX was made by whom?                                              ,La XXX a été faite par qui?
P170       ,creator                                         ,Who is XXX by?                                                         ,Qui est XXX par?
P170       ,creator                                         ,What artist was responsible for the creation of XXX?                   ,Quel artiste était responsable de la création de XXX?
P177       ,crosses                                         ,Over what river does XXX cross?                                        ,Sur quelle rivière traverse XXX?
P177       ,crosses                                         ,Over which river does XXX cross?                                       ,
P177       ,crosses                                         ,What river does XXX cross?                                             ,Quelle rivière est traversée par XXX?
P177       ,crosses                                         ,What does XXX cross over?                                              ,Qu'est-ce que XXX traverse?
